Appname;Variable;ICC(2,k) Interrater;ICC(2,k) 95 conf;ICC(3,k) Interrater;ICC(3,k) 95 conf;ICC(3,1) Interrater;ICC(3,1) 95 conf
Sleep Talk Recorder;Absicht zur Veränderung;-3.065791894032849e-05;[-0.  0.];-0.43478260869375424;[-12.78   0.85];-0.17857142857078825;[-0.86  0.74]
Sleep Talk Recorder;Hilfe suchen;-3.072555321322792e-05;[-0.  0.];-0.35714285713869953;[-12.03   0.86];-0.15151515151365494;[-0.86  0.75]
Sleep Talk Recorder;Verhaltensänderung;-3.072555321322792e-05;[-0.  0.];-0.35714285713869953;[-12.03   0.86];-0.15151515151365494;[-0.86  0.75]
Sleep Talk Recorder;SECTION F: Wahrgenommene Wirkung der App;-3.0691745915312266e-05;[-0.  0.];-0.4;[-12.45   0.85];-0.16666666666666666;[-0.86  0.75]
Sleepzy - Schlaftracker-Wecker;Unterhaltung;-8.860796880999498e-05;[-0.  0.];-1.5;[-23.01   0.74];-0.42857142857142855;[-0.92  0.59]
Sleepzy - Schlaftracker-Wecker;Interesse;-8.919015340693405e-05;[-0.  0.];-2.3076923076889497;[-30.77   0.66];-0.5357142857139238;[-0.94  0.49]
Sleepzy - Schlaftracker-Wecker;Individuelle Anpassbarkeit;-5.920067251976905e-05;[-0.  0.];-1.1764705882378619;[-19.9    0.77];-0.37037037037087933;[-0.91  0.63]
Sleepzy - Schlaftracker-Wecker;Interaktivität;-5.932957579340357e-05;[-0.  0.];-1.1111111111086858;[-19.28   0.78];-0.357142857142356;[-0.91  0.64]
Sleepzy - Schlaftracker-Wecker;Zielgruppe;-0.00017799717577823065;[-0. -0.];-7.500000000003638;[-80.64   0.12];-0.7894736842106069;[-0.98  0.06]
Sleepzy - Schlaftracker-Wecker;SECTION A: Engagement;-9.484669454526678e-05;[-0.  0.];-2.6845637583891366;[-34.39   0.62];-0.5730659025787852;[-0.95  0.45]
Sleepzy - Schlaftracker-Wecker;Leistung;-5.920067251976905e-05;[-0.  0.];-1.1764705882378619;[-19.9    0.77];-0.37037037037087933;[-0.91  0.63]
Sleepzy - Schlaftracker-Wecker;Nutzerfreundlichkeit;-0.00011892091164757887;[-0.  0.];-3.076923076919719;[-38.16   0.58];-0.6060606060603455;[-0.95  0.4 ]
Sleepzy - Schlaftracker-Wecker;Navigation;-0.00017799717577823065;[-0. -0.];-7.500000000003638;[-80.64   0.12];-0.7894736842106069;[-0.98  0.06]
Sleepzy - Schlaftracker-Wecker;Motorisches, gestisches Design;-0.00011892091164757887;[-0.  0.];-3.076923076919719;[-38.16   0.58];-0.6060606060603455;[-0.95  0.4 ]
Sleepzy - Schlaftracker-Wecker;SECTION B: Funktionalität;-0.00011872743483082615;[-0.  0.];-3.9506172839549283;[-46.55   0.48];-0.6639004149380028;[-0.96  0.32]
Sleepzy - Schlaftracker-Wecker;Layout;-0.00017877361301463232;[-0.  0.];-4.9999999999975735;[-56.63   0.38];-0.7142857142856154;[-0.97  0.23]
Sleepzy - Schlaftracker-Wecker;Grafik;-0.00011892091164757887;[-0.  0.];-3.076923076919719;[-38.16   0.58];-0.6060606060603455;[-0.95  0.4 ]
Sleepzy - Schlaftracker-Wecker;Visueller Anreiz;-0.00017838561022731183;[-0. -0.];-7.499999999994543;[-80.64   0.12];-0.7894736842104054;[-0.98  0.06]
Sleepzy - Schlaftracker-Wecker;SECTION C: Ästhetik;-0.00015867936454172559;[-0. -0.];-5.999999999988227;[-66.23   0.27];-0.7499999999996322;[-0.97  0.16]
Sleepzy - Schlaftracker-Wecker;Qualität der Information;-5.9589073747350954e-05;[-0.  0.];-1.176470588233582;[-19.9    0.77];-0.37037037037003095;[-0.91  0.63]
Sleepzy - Schlaftracker-Wecker;Quantität der Information;-2.9728990522268032e-05;[-0.  0.];-0.43478260869375424;[-12.78   0.85];-0.17857142857078825;[-0.86  0.74]
Sleepzy - Schlaftracker-Wecker;Visuelle Information;-8.899594771771774e-05;[-0.  0.];-2.3076923076889497;[-30.77   0.66];-0.5357142857139238;[-0.94  0.49]
Sleepzy - Schlaftracker-Wecker;Glaubwürdigkeit;-0.0001476851824502744;[-0.  0.];-5.0;[-56.63   0.38];-0.7142857142857143;[-0.97  0.23]
Sleepzy - Schlaftracker-Wecker;SECTION D: Information;-8.162377893622299e-05;[-0.  0.];-1.9819819819851279;[-27.64   0.69];-0.4977375565614828;[-0.93  0.53]
Sleepzy - Schlaftracker-Wecker;Bewusstsein;-8.803230198609413e-05;[-0.  0.];-1.304347826088222;[-21.13   0.76];-0.394736842105495;[-0.91  0.61]
Sleepzy - Schlaftracker-Wecker;Wissen;-8.822232024710808e-05;[-0.  0.];-1.071428571429611;[-18.9    0.78];-0.3488372093025459;[-0.9   0.65]
Sleepzy - Schlaftracker-Wecker;Einstellung;-8.803230198609413e-05;[-0.  0.];-1.304347826088222;[-21.13   0.76];-0.394736842105495;[-0.91  0.61]
Sleepzy - Schlaftracker-Wecker;Absicht zur Veränderung;-2.9406748260676428e-05;[-0.  0.];-0.30303030303118506;[-11.51   0.86];-0.13157894736875364;[-0.85  0.76]
Sleepzy - Schlaftracker-Wecker;Hilfe suchen;-2.9406748260676428e-05;[-0.  0.];-0.30303030303118506;[-11.51   0.86];-0.13157894736875364;[-0.85  0.76]
Sleepzy - Schlaftracker-Wecker;Verhaltensänderung;-8.822232024710808e-05;[-0.  0.];-1.071428571429611;[-18.9    0.78];-0.3488372093025459;[-0.9   0.65]
Sleepzy - Schlaftracker-Wecker;SECTION F: Wahrgenommene Wirkung der App;-6.856766714531686e-05;[-0.  0.];-0.8641975308667295;[-16.9    0.81];-0.3017241379316517;[-0.89  0.67]
SnoreLab.schnarchen aufnehmen;Unterhaltung;0.00011243851018965818;[-0.  0.];0.7547169811315263;[-1.36  0.97];0.6060606060598979;[-0.4   0.95]
SnoreLab.schnarchen aufnehmen;Interesse;2.8171077318461778e-05;[-0.  0.];0.30303030303162587;[-5.69  0.93];0.1785714285723473;[-0.74  0.86]
SnoreLab.schnarchen aufnehmen;Individuelle Anpassbarkeit;-8.182121660615059e-17;[-0.  0.];-1.0394859576276109e-12;[-8.6  0.9];-5.197429788135353e-13;[-0.81  0.81]
SnoreLab.schnarchen aufnehmen;Interaktivität;5.6460491770965494e-05;[-0.  0.];0.47619047619116917;[-4.03  0.95];0.31250000000059686;[-0.67  0.9 ]
SnoreLab.schnarchen aufnehmen;Zielgruppe;-5.646431737455293e-05;[-0.  0.];-0.909090909089586;[-17.34   0.8 ];-0.3124999999996873;[-0.9   0.67]
SnoreLab.schnarchen aufnehmen;SECTION A: Engagement;2.8171102714016832e-05;[-0.  0.];0.30674846625927904;[-5.66  0.93];0.18115942029097837;[-0.74  0.87]
SnoreLab.schnarchen aufnehmen;Leistung;-5.646431737455293e-05;[-0.  0.];-0.909090909089586;[-17.34   0.8 ];-0.3124999999996873;[-0.9   0.67]
SnoreLab.schnarchen aufnehmen;Nutzerfreundlichkeit;-8.451894633034608e-05;[-0.  0.];-2.3076923076889497;[-30.77   0.66];-0.5357142857139238;[-0.94  0.49]
SnoreLab.schnarchen aufnehmen;Navigation;-5.658476964340279e-05;[-0.  0.];-1.0;[-18.21   0.79];-0.3333333333333333;[-0.9   0.66]
SnoreLab.schnarchen aufnehmen;Motorisches, gestisches Design;8.216955516601013e-17;[-0.  0.];1.0779854375397446e-12;[-8.6  0.9];5.389927187701628e-13;[-0.81  0.81]
SnoreLab.schnarchen aufnehmen;SECTION B: Funktionalität;-4.94065915450384e-05;[-0.  0.];-0.9427609427593747;[-17.66   0.8 ];-0.32036613272275;[-0.9   0.66]
SnoreLab.schnarchen aufnehmen;Layout;2.8230724061692906e-05;[-0.  0.];0.2702702702710569;[-6.01  0.92];0.15625000000052583;[-0.75  0.86]
SnoreLab.schnarchen aufnehmen;Grafik;8.216955516601013e-17;[-0.  0.];1.0779854375397446e-12;[-8.6  0.9];5.389927187701628e-13;[-0.81  0.81]
SnoreLab.schnarchen aufnehmen;Visueller Anreiz;-2.823199927717865e-05;[-0.  0.];-0.45454545454413153;[-12.97   0.85];-0.185185185184746;[-0.87  0.74]
SnoreLab.schnarchen aufnehmen;SECTION C: Ästhetik;-5.347665862146774e-16;[-0.  0.];-7.015622650720276e-12;[-8.6  0.9];-3.5078113253478332e-12;[-0.81  0.81]
SnoreLab.schnarchen aufnehmen;Qualität der Information;0.0;[-0.  0.];0.0;[-8.6  0.9];0.0;[-0.81  0.81]
SnoreLab.schnarchen aufnehmen;Quantität der Information;-2.8172029681927483e-05;[-0.  0.];-0.43478260869375424;[-12.78   0.85];-0.17857142857078825;[-0.86  0.74]
SnoreLab.schnarchen aufnehmen;Visuelle Information;8.486899056822619e-05;[-0.  0.];0.6;[-2.84  0.96];0.42857142857142855;[-0.59  0.92]
SnoreLab.schnarchen aufnehmen;Glaubwürdigkeit;-5.634501177598446e-05;[-0.  0.];-1.1111111111086858;[-19.28   0.78];-0.357142857142356;[-0.91  0.64]
SnoreLab.schnarchen aufnehmen;SECTION D: Information;7.054118847088924e-06;[-0.  0.];0.09195402298850575;[-7.72  0.91];0.04819277108433735;[-0.79  0.83]
SnoreLab.schnarchen aufnehmen;Bewusstsein;2.7991445814159196e-05;[-0.  0.];0.2;[-6.68  0.92];0.1111111111111111;[-0.77  0.85]
SnoreLab.schnarchen aufnehmen;Wissen;-2.7874719859146546e-05;[-0.  0.];-0.30303030303118506;[-11.51   0.86];-0.13157894736875364;[-0.85  0.76]
SnoreLab.schnarchen aufnehmen;Einstellung;-2.7933429051802253e-05;[-0.  0.];-0.27027027026948364;[-11.2    0.87];-0.11904761904731381;[-0.85  0.77]
SnoreLab.schnarchen aufnehmen;Absicht zur Veränderung;-2.7874719859146546e-05;[-0.  0.];-0.30303030303118506;[-11.51   0.86];-0.13157894736875364;[-0.85  0.76]
SnoreLab.schnarchen aufnehmen;Hilfe suchen;8.130239450483001e-17;[-0.  0.];9.095502129241595e-13;[-8.6  0.9];4.547751064622865e-13;[-0.81  0.81]
SnoreLab.schnarchen aufnehmen;Verhaltensänderung;2.7991445814159196e-05;[-0.  0.];0.2;[-6.68  0.92];0.1111111111111111;[-0.77  0.85]
SnoreLab.schnarchen aufnehmen;SECTION F: Wahrgenommene Wirkung der App;-4.6555397197883636e-06;[-0.  0.];-0.0438917337231521;[-9.03  0.89];-0.021474588403564282;[-0.82  0.8 ]
Sports Tracker for All Sports;Unterhaltung;-5.335837619777908e-05;[-0.  0.];-0.8695652173894064;[-16.96   0.81];-0.3030303030298421;[-0.89  0.67]
Sports Tracker for All Sports;Interesse;-0.00010649910807008614;[-0.  0.];-2.352941176473156;[-31.2    0.65];-0.5405405405408116;[-0.94  0.48]
Sports Tracker for All Sports;Individuelle Anpassbarkeit;-8.020532563350534e-05;[-0.  0.];-2.3076923076889497;[-30.77   0.66];-0.5357142857139238;[-0.94  0.49]
Sports Tracker for All Sports;Interaktivität;-5.324898693794602e-05;[-0.  0.];-1.176470588233582;[-19.9    0.77];-0.37037037037003095;[-0.91  0.63]
Sports Tracker for All Sports;Zielgruppe;-8.037077718533741e-05;[-0.  0.];-1.764705882351229;[-25.55   0.71];-0.46874999999975836;[-0.93  0.55]
Sports Tracker for All Sports;SECTION A: Engagement;-7.473425034422952e-05;[-0.  0.];-1.9073569482363177;[-26.92   0.7 ];-0.4881450488154789;[-0.93  0.54]
Sports Tracker for All Sports;Leistung;-8.037077718533741e-05;[-0.  0.];-1.764705882351229;[-25.55   0.71];-0.46874999999975836;[-0.93  0.55]
Sports Tracker for All Sports;Nutzerfreundlichkeit;-2.6624068157536992e-05;[-0.  0.];-0.45454545454413153;[-12.97   0.85];-0.185185185184746;[-0.87  0.74]
Sports Tracker for All Sports;Navigation;-0.00010716275879798454;[-0.  0.];-3.3333333333309074;[-40.62   0.55];-0.6249999999998295;[-0.95  0.38]
Sports Tracker for All Sports;Motorisches, gestisches Design;-0.00010694100599392665;[-0.  0.];-3.076923076919719;[-38.16   0.58];-0.6060606060603455;[-0.95  0.4 ]
Sports Tracker for All Sports;SECTION B: Funktionalität;-8.020500399008223e-05;[-0.  0.];-2.016806722686141;[-27.98   0.69];-0.5020920502088413;[-0.93  0.52]
Sports Tracker for All Sports;Layout;-0.00015975206479555373;[-0.  0.];-5.000000000003638;[-56.63   0.38];-0.7142857142858628;[-0.97  0.23]
Sports Tracker for All Sports;Grafik;-8.003969969093029e-05;[-0.  0.];-2.3076923076889497;[-30.77   0.66];-0.5357142857139238;[-0.94  0.49]
Sports Tracker for All Sports;Visueller Anreiz;-0.0001339541662424005;[-0.  0.];-4.1666666666642405;[-48.62   0.46];-0.6756756756755481;[-0.96  0.3 ]
Sports Tracker for All Sports;SECTION C: Ästhetik;-0.00012459395719282613;[-0.  0.];-4.772727272717766;[-54.44   0.4 ];-0.7046979865767666;[-0.96  0.25]
Sports Tracker for All Sports;Qualität der Information;-8.020532563350534e-05;[-0.  0.];-2.3076923076889497;[-30.77   0.66];-0.5357142857139238;[-0.94  0.49]
Sports Tracker for All Sports;Quantität der Information;-2.6679045743775365e-05;[-0.  0.];-0.43478260869375424;[-12.78   0.85];-0.17857142857078825;[-0.86  0.74]
Sports Tracker for All Sports;Visuelle Information;-0.0001062789610168771;[-0.  0.];-2.0;[-27.81   0.69];-0.5;[-0.93  0.52]
Sports Tracker for All Sports;Glaubwürdigkeit;-2.6679045743775365e-05;[-0.  0.];-0.43478260869375424;[-12.78   0.85];-0.17857142857078825;[-0.86  0.74]
Sports Tracker for All Sports;SECTION D: Information;-5.999818005489455e-05;[-0.  0.];-1.4229249011784086;[-22.27   0.75];-0.41570438798950543;[-0.92  0.6 ]
Sports Tracker for All Sports;Bewusstsein;-7.921754193256238e-05;[-0.  0.];-1.304347826088222;[-21.13   0.76];-0.394736842105495;[-0.91  0.61]
Sports Tracker for All Sports;Wissen;-5.281085791246364e-05;[-0.  0.];-0.7142857142867538;[-15.46   0.82];-0.2631578947371243;[-0.89  0.7 ]
Sports Tracker for All Sports;Einstellung;-7.921754193256238e-05;[-0.  0.];-1.304347826088222;[-21.13   0.76];-0.394736842105495;[-0.91  0.61]
Sports Tracker for All Sports;Absicht zur Veränderung;-7.93797793242905e-05;[-0.  0.];-1.071428571429611;[-18.9    0.78];-0.3488372093025459;[-0.9   0.65]
Sports Tracker for All Sports;Hilfe suchen;-7.921754193256238e-05;[-0.  0.];-1.304347826088222;[-21.13   0.76];-0.394736842105495;[-0.91  0.61]
Sports Tracker for All Sports;Verhaltensänderung;-7.921754193256238e-05;[-0.  0.];-1.304347826088222;[-21.13   0.76];-0.394736842105495;[-0.91  0.61]
Sports Tracker for All Sports;SECTION F: Wahrgenommene Wirkung der App;-7.484200632342892e-05;[-0.  0.];-1.1888111888114037;[-20.02   0.77];-0.37280701754390194;[-0.91  0.63]
StepsApp Schrittzähler;Unterhaltung;-0.00020161696808414402;[nan -0.];-40.00000000002182;[-392.79   -3.27];-0.9523809523809773;[-0.99 -0.62]
StepsApp Schrittzähler;Interesse;-0.00015151438629097834;[nan -0.];-12.0;[-123.86   -0.35];-0.8571428571428571;[-0.98 -0.15]
StepsApp Schrittzähler;Individuelle Anpassbarkeit;-0.00010161878728128166;[-0.  0.];-3.076923076919719;[-38.16   0.58];-0.6060606060603455;[-0.95  0.4 ]
StepsApp Schrittzähler;Interaktivität;-0.000101007550314386;[-0.  0.];-4.0;[-47.02   0.48];-0.6666666666666666;[-0.96  0.32]
StepsApp Schrittzähler;Zielgruppe;-0.00015212441749032514;[-0. -0.];-7.500000000003638;[-80.64   0.12];-0.7894736842106069;[-0.98  0.06]
StepsApp Schrittzähler;SECTION A: Engagement;-0.0001416406806602035;[nan -0.];-10.218978102178271;[-106.75   -0.17];-0.8363201911587467;[-0.98 -0.08]
StepsApp Schrittzähler;Leistung;-2.550643017104612e-05;[-0.  0.];-0.4;[-12.45   0.85];-0.16666666666666666;[-0.86  0.75]
StepsApp Schrittzähler;Nutzerfreundlichkeit;-0.0001262600755540292;[-0.  0.];-5.0;[-56.63   0.38];-0.7142857142857143;[-0.97  0.23]
StepsApp Schrittzähler;Navigation;-0.00015212441749032514;[-0. -0.];-7.500000000003638;[-80.64   0.12];-0.7894736842106069;[-0.98  0.06]
StepsApp Schrittzähler;Motorisches, gestisches Design;-0.00012702412950352959;[-0.  0.];-3.846153846150488;[-45.55   0.5 ];-0.6578947368419088;[-0.96  0.33]
StepsApp Schrittzähler;SECTION B: Funktionalität;-0.00010786151849983662;[-0.  0.];-3.4871794871794872;[-42.1    0.53];-0.6355140186915887;[-0.95  0.36]
StepsApp Schrittzähler;Layout;-0.0001267671338458844;[-0.  0.];-2.7777777777793946;[-35.28   0.61];-0.5813953488373509;[-0.95  0.44]
StepsApp Schrittzähler;Grafik;-0.00015212441749032514;[-0. -0.];-7.500000000003638;[-80.64   0.12];-0.7894736842106069;[-0.98  0.06]
StepsApp Schrittzähler;Visueller Anreiz;-0.00015212441749032514;[-0. -0.];-7.500000000003638;[-80.64   0.12];-0.7894736842106069;[-0.98  0.06]
StepsApp Schrittzähler;SECTION C: Ästhetik;-0.00014367217053165714;[-0.  0.];-5.543478260874096;[-61.85   0.32];-0.7348703170030412;[-0.97  0.19]
StepsApp Schrittzähler;Qualität der Information;-7.621370322372873e-05;[-0.  0.];-2.3076923076889497;[-30.77   0.66];-0.5357142857139238;[-0.94  0.49]
StepsApp Schrittzähler;Quantität der Information;-7.606028030737567e-05;[-0.  0.];-2.3076923076889497;[-30.77   0.66];-0.5357142857139238;[-0.94  0.49]
StepsApp Schrittzähler;Visuelle Information;-0.00010141319284233063;[-0.  0.];-2.2222222222238392;[-29.95   0.66];-0.5263157894738656;[-0.94  0.5 ]
StepsApp Schrittzähler;Glaubwürdigkeit;-5.060421431889485e-05;[-0.  0.];-1.176470588233582;[-19.9    0.77];-0.37037037037003095;[-0.91  0.63]
StepsApp Schrittzähler;SECTION D: Information;-7.606028030737567e-05;[-0.  0.];-2.3076923076889497;[-30.77   0.66];-0.5357142857139238;[-0.94  0.49]
StepsApp Schrittzähler;Bewusstsein;-0.00015120662889853758;[-0.  0.];-3.52941176470417;[-42.5    0.53];-0.6382978723403135;[-0.96  0.36]
StepsApp Schrittzähler;Wissen;-7.529855878565789e-05;[-0.  0.];-1.304347826088222;[-21.13   0.76];-0.394736842105495;[-0.91  0.61]
StepsApp Schrittzähler;Einstellung;-0.00015150979510825374;[-0.  0.];-3.0;[-37.42   0.58];-0.6;[-0.95  0.41]
StepsApp Schrittzähler;Absicht zur Veränderung;-0.00012550137800520353;[-0.  0.];-3.846153846156085;[-45.55   0.5 ];-0.6578947368422363;[-0.96  0.33]
StepsApp Schrittzähler;Hilfe suchen;-0.00010039757439467567;[-0.  0.];-1.4285714285724682;[-22.33   0.75];-0.4166666666668435;[-0.92  0.6 ]
StepsApp Schrittzähler;Verhaltensänderung;-7.529855878565789e-05;[-0.  0.];-1.304347826088222;[-21.13   0.76];-0.394736842105495;[-0.91  0.61]
StepsApp Schrittzähler;SECTION F: Wahrgenommene Wirkung der App;-0.000113138462342317;[-0.  0.];-2.3718887262115746;[-31.39   0.65];-0.5425318151376912;[-0.94  0.48]
Strava: Laufen & Radfahren;Unterhaltung;2.402748744563781e-05;[-0.  0.];0.2857142857142857;[-5.86  0.93];0.16666666666666666;[-0.75  0.86]
Strava: Laufen & Radfahren;Interesse;-2.4122542516051394e-05;[-0.  0.];-0.35714285714389665;[-12.03   0.86];-0.1515151515155257;[-0.86  0.75]
Strava: Laufen & Radfahren;Individuelle Anpassbarkeit;1.0551114311052198e-16;[-0.  0.];1.5590703331521841e-12;[-8.6  0.9];7.795351665766997e-13;[-0.81  0.81]
Strava: Laufen & Radfahren;Interaktivität;-4.805705333371779e-05;[-0.  0.];-1.0;[-18.21   0.79];-0.3333333333333333;[-0.9   0.66]
Strava: Laufen & Radfahren;Zielgruppe;-7.2370420761521e-05;[-0.  0.];-2.3076923076889497;[-30.77   0.66];-0.5357142857139238;[-0.94  0.49]
Strava: Laufen & Radfahren;SECTION A: Engagement;-2.4094406898202093e-05;[-0.  0.];-0.45207956600999105;[-12.95   0.85];-0.18436578171303475;[-0.87  0.74]
Strava: Laufen & Radfahren;Leistung;-4.843553230642956e-05;[-0.  0.];-0.7407407407396627;[-15.72   0.82];-0.27027027026998324;[-0.89  0.69]
Strava: Laufen & Radfahren;Nutzerfreundlichkeit;-2.417023580471499e-05;[-0.  0.];-0.43478260869375424;[-12.78   0.85];-0.17857142857078825;[-0.86  0.74]
Strava: Laufen & Radfahren;Navigation;7.048659514480414e-17;[-0.  0.];1.0779854375397446e-12;[-8.6  0.9];5.389927187701628e-13;[-0.81  0.81]
Strava: Laufen & Radfahren;Motorisches, gestisches Design;0.0;[-0.  0.];0.0;[-8.6  0.9];0.0;[-0.81  0.81]
Strava: Laufen & Radfahren;SECTION B: Funktionalität;-1.816333561175239e-05;[-0.  0.];-0.3183023872666692;[-11.66   0.86];-0.13729977116658837;[-0.85  0.76]
Strava: Laufen & Radfahren;Layout;-7.265505800288415e-05;[-0.  0.];-1.764705882351229;[-25.55   0.71];-0.46874999999975836;[-0.93  0.55]
Strava: Laufen & Radfahren;Grafik;-7.222789344951669e-05;[-0.  0.];-1.764705882355509;[-25.55   0.71];-0.4687500000003623;[-0.93  0.55]
Strava: Laufen & Radfahren;Visueller Anreiz;-9.668421485155671e-05;[-0.  0.];-3.076923076919719;[-38.16   0.58];-0.6060606060603455;[-0.95  0.4 ]
Strava: Laufen & Radfahren;SECTION C: Ästhetik;-8.051685378772588e-05;[-0.  0.];-2.2556390977413296;[-30.27   0.66];-0.5300353356887111;[-0.94  0.49]
Strava: Laufen & Radfahren;Qualität der Information;0.0;[-0.  0.];0.0;[-8.6  0.9];0.0;[-0.81  0.81]
Strava: Laufen & Radfahren;Quantität der Information;-7.020978505367988e-17;[-0.  0.];-1.0394859576276109e-12;[-8.6  0.9];-5.197429788135353e-13;[-0.81  0.81]
Strava: Laufen & Radfahren;Visuelle Information;-4.815169710649445e-05;[-0.  0.];-1.176470588233582;[-19.9    0.77];-0.37037037037003095;[-0.91  0.63]
Strava: Laufen & Radfahren;Glaubwürdigkeit;-2.417023580471499e-05;[-0.  0.];-0.43478260869375424;[-12.78   0.85];-0.17857142857078825;[-0.86  0.74]
Strava: Laufen & Radfahren;SECTION D: Information;-1.8118770351636785e-05;[-0.  0.];-0.33613445378346907;[-11.83   0.86];-0.1438848920870479;[-0.86  0.76]
Strava: Laufen & Radfahren;Bewusstsein;-6.952452193439942e-17;[-0.  0.];-8.819880852597911e-13;[-8.6  0.9];-4.409940426297011e-13;[-0.81  0.81]
Strava: Laufen & Radfahren;Wissen;-4.777488474316008e-05;[-0.  0.];-0.7142857142867538;[-15.46   0.82];-0.2631578947371243;[-0.89  0.7 ]
Strava: Laufen & Radfahren;Einstellung;-6.96599688231722e-17;[-0.  0.];-7.659370214098186e-13;[-8.6  0.9];-3.8296851070476264e-13;[-0.81  0.81]
Strava: Laufen & Radfahren;Absicht zur Veränderung;-6.96599688231722e-17;[-0.  0.];-7.659370214098186e-13;[-8.6  0.9];-3.8296851070476264e-13;[-0.81  0.81]
Strava: Laufen & Radfahren;Hilfe suchen;-6.952452193439942e-17;[-0.  0.];-8.819880852597911e-13;[-8.6  0.9];-4.409940426297011e-13;[-0.81  0.81]
Strava: Laufen & Radfahren;Verhaltensänderung;-6.952452193439942e-17;[-0.  0.];-8.819880852597911e-13;[-8.6  0.9];-4.409940426297011e-13;[-0.81  0.81]
Strava: Laufen & Radfahren;SECTION F: Wahrgenommene Wirkung der App;-7.967532834952322e-06;[-0.  0.];-0.10109519797918219;[-9.58  0.89];-0.04811547714564043;[-0.83  0.79]
TOM - Tabletten Erinnerung;Unterhaltung;-2.2980264548705164e-05;[-0.  0.];-0.43478260869375424;[-12.78   0.85];-0.17857142857078825;[-0.86  0.74]
TOM - Tabletten Erinnerung;Interesse;-6.688453222839563e-17;[-0.  0.];-1.0394859576276109e-12;[-8.6  0.9];-5.197429788135353e-13;[-0.81  0.81]
TOM - Tabletten Erinnerung;Individuelle Anpassbarkeit;-2.3024392040827643e-05;[-0.  0.];-0.43478260869375424;[-12.78   0.85];-0.17857142857078825;[-0.86  0.74]
TOM - Tabletten Erinnerung;Interaktivität;-4.587324305472425e-05;[-0.  0.];-1.176470588233582;[-19.9    0.77];-0.37037037037003095;[-0.91  0.63]
TOM - Tabletten Erinnerung;Zielgruppe;-4.587324305472425e-05;[-0.  0.];-1.176470588233582;[-19.9    0.77];-0.37037037037003095;[-0.91  0.63]
TOM - Tabletten Erinnerung;SECTION A: Engagement;-2.756589811716644e-05;[-0.  0.];-0.5859374999998062;[-14.23   0.83];-0.22658610271897528;[-0.88  0.72]
TOM - Tabletten Erinnerung;Leistung;-6.907444844042868e-05;[-0.  0.];-1.6666666666642413;[-24.61   0.72];-0.4545454545450938;[-0.92  0.57]
TOM - Tabletten Erinnerung;Nutzerfreundlichkeit;-6.688453222839563e-17;[-0.  0.];-1.0394859576276109e-12;[-8.6  0.9];-5.197429788135353e-13;[-0.81  0.81]
TOM - Tabletten Erinnerung;Navigation;1.0050922189741658e-16;[-0.  0.];1.5590703331521841e-12;[-8.6  0.9];7.795351665766997e-13;[-0.81  0.81]
TOM - Tabletten Erinnerung;Motorisches, gestisches Design;-4.587324305472425e-05;[-0.  0.];-1.176470588233582;[-19.9    0.77];-0.37037037037003095;[-0.91  0.63]
TOM - Tabletten Erinnerung;SECTION B: Funktionalität;-2.8739241105951878e-05;[-0.  0.];-0.5934718100910933;[-14.3    0.83];-0.22883295194569636;[-0.88  0.72]
TOM - Tabletten Erinnerung;Layout;-1.001237828629843e-16;[-0.  0.];-1.364186541508161e-12;[-8.6  0.9];-6.820932707536153e-13;[-0.81  0.81]
TOM - Tabletten Erinnerung;Grafik;1.0031567109622798e-16;[-0.  0.];1.3228475554018533e-12;[-8.6  0.9];6.614237777013642e-13;[-0.81  0.81]
TOM - Tabletten Erinnerung;Visueller Anreiz;1.0031567109622798e-16;[-0.  0.];1.3228475554018533e-12;[-8.6  0.9];6.614237777013642e-13;[-0.81  0.81]
TOM - Tabletten Erinnerung;SECTION C: Ästhetik;-9.27455975143308e-17;[-0.  0.];-1.2533422575651098e-12;[-8.6  0.9];-6.266711287821622e-13;[-0.81  0.81]
TOM - Tabletten Erinnerung;SECTION D: Information;0.00012535237549880497;[-0.  0.];0.7445008460240826;[-1.45  0.97];0.5929919137471307;[-0.42  0.95]
TOM - Tabletten Erinnerung;Bewusstsein;0.0;[-0.  0.];0.0;[-8.6  0.9];0.0;[-0.81  0.81]
TOM - Tabletten Erinnerung;Wissen;0.0;[-0.  0.];0.0;[-8.6  0.9];0.0;[-0.81  0.81]
TOM - Tabletten Erinnerung;Einstellung;-2.63458934315144e-16;[-0.  0.];-3.6379232959404817e-12;[-8.6  0.9];-1.8189616479669321e-12;[-0.81  0.81]
TOM - Tabletten Erinnerung;Absicht zur Veränderung;0.0;[-0.  0.];0.0;[-8.6  0.9];0.0;[-0.81  0.81]
TOM - Tabletten Erinnerung;Hilfe suchen;0.0;[-0.  0.];0.0;[-8.6  0.9];0.0;[-0.81  0.81]
TOM - Tabletten Erinnerung;Verhaltensänderung;-2.63458934315144e-16;[-0.  0.];-3.6379232959404817e-12;[-8.6  0.9];-1.8189616479669321e-12;[-0.81  0.81]
TOM - Tabletten Erinnerung;SECTION F: Wahrgenommene Wirkung der App;6.265215392958839e-17;[-0.  0.];7.495209272511536e-13;[-8.6  0.9];3.7476046362571726e-13;[-0.81  0.81]
Wasser tracker, water - Dropy;Unterhaltung;-0.0001540038808977346;[nan -0.];-9.999999999995843;[-104.65   -0.15];-0.8333333333332756;[-0.98 -0.07]
